symbol,date,close,daily_return,rolling_20d_return,rolling_20d_volatility
AAPL,2018-03-27,42.084999084472656,-0.0256410709325684,-0.002761835673377416,0.016832810754995597
AAPL,2018-03-28,41.619998931884766,-0.011049071229740193,-0.0032386111493818482,0.01693035366395323
AAPL,2018-03-29,41.94499969482422,0.007808764326768802,-0.0019723602217487533,0.016752417285747355
AAPL,2018-04-02,41.66999816894531,-0.006556240979370909,-0.002645888474679353,0.01664678286002094
AAPL,2018-04-03,42.09749984741211,0.010259219996447966,-0.0023060165694343384,0.01684623984485095
AAPL,2018-04-04,42.90250015258789,0.01912228298814922,-0.0013074838166280023,0.017515746423332167
AAPL,2018-04-05,43.20000076293945,0.006934342038190433,-0.0004966246966492504,0.01750247743925219
AAPL,2018-04-06,42.095001220703125,-0.025578692655586432,-0.002321181130099953,0.018140911827823843
AAPL,2018-04-09,42.51250076293945,0.00991803136071634,-0.0026843259179438693,0.01779945234300097
AAPL,2018-04-10,43.3125,0.018817976423488814,-0.0022268156772976056,0.01824565983103522
AAPL,2018-04-11,43.11000061035156,-0.00467531058351367,-0.0019790711942995086,0.018173339971132838
AAPL,2018-04-12,43.53499984741211,0.009858483670688978,-0.001061076507648101,0.018289870570746877
AAPL,2018-04-13,43.682498931884766,0.0033880575396723067,-0.0009505145441942531,0.01831078210720906
AAPL,2018-04-16,43.95500183105469,0.006238262595618549,-0.00046228189424908915,0.018368574485690816
AAPL,2018-04-17,44.560001373291016,0.01376406590907897,0.0009898808314439845,0.01828338152502923
AAPL,2018-04-18,44.459999084472656,-0.002244216466256721,0.0008947828311628824,0.018295617368186582
AAPL,2018-04-19,43.20000076293945,-0.028340043802952963,0.0006105132067129648,0.018720022686337198
AAPL,2018-04-20,41.43000030517578,-0.04097223209500789,-0.000731612116558883,0.020690920709554497
AAPL,2018-04-23,41.310001373291016,-0.0028964260439499068,0.0002814000194350019,0.02002031754615131
AAPL,2018-04-24,40.73500061035156,-0.013919165911991938,-0.0027881491926059323,0.01686124023592907
AAPL,2018-04-25,40.912498474121094,0.004357379676199757,-0.0012882266621675243,0.016035379014108814
AAPL,2018-04-26,41.05500030517578,0.0034830879650340485,-0.0005616187024288122,0.015898471287736454
AAPL,2018-04-27,40.58000183105469,-0.011569808076732913,-0.001530547322603898,0.015951912712039138
AAPL,2018-04-30,41.314998626708984,0.01811229084499022,-0.0002971207313858415,0.01648757671975439
AAPL,2018-05-01,42.275001525878906,0.02323618373665659,0.00035172745562458974,0.01716625138543906
AAPL,2018-05-02,44.14250183105469,0.04417504997681854,0.0016043658050580556,0.01937944017854359
AAPL,2018-05-03,44.22249984741211,0.0018122673849252369,0.0013482620723947957,0.01933909882653154
AAPL,2018-05-04,45.95750045776367,0.03923343583782257,0.004588868497065246,0.020008168102245164
AAPL,2018-05-07,46.290000915527344,0.00723495521844697,0.004454714689951777,0.0199795301543418
AAPL,2018-05-08,46.51250076293945,0.004806650313490701,0.003754148384451872,0.019692979762589994
AAPL,2018-05-09,46.84000015258789,0.007041104741230875,0.004339969150689099,0.01960308806347325
AAPL,2018-05-10,47.5099983215332,0.014303974525249785,0.004562243693417139,0.019693947042324005
AAPL,2018-05-11,47.147499084472656,-0.007629956848393515,0.004011342974013848,0.0198817301228602
AAPL,2018-05-14,47.037498474121094,-0.002333116548864589,0.0035827740167896915,0.019923538352914598
AAPL,2018-05-15,46.61000061035156,-0.009088448102841373,0.002440148316193674,0.019964164639195137
AAPL,2018-05-16,47.04499816894531,0.009332708708378323,0.0030189945749254264,0.019989013272554444
AAPL,2018-05-17,46.747501373291016,-0.006323664730221501,0.004119813528562,0.018738241685935214
AAPL,2018-05-18,46.57749938964844,-0.0036366004310063316,0.005986595111762078,0.015607832442544694
AAPL,2018-05-21,46.907501220703125,0.00708500532186207,0.006485666680052677,0.015467795455937622
AAPL,2018-05-22,46.790000915527344,-0.00250493635597715,0.0070563781578534155,0.014874493794291658
AAPL,2018-05-23,47.09000015258789,0.006411609984837474,0.007159089673285301,0.014861962906371559
AAPL,2018-05-24,47.037498474121094,-0.0011149220279608185,0.006929189173635558,0.014957079090474406
AAPL,2018-05-25,47.14500045776367,0.0022854528223206216,0.007621952218588235,0.014364288794305074
AAPL,2018-05-29,46.974998474121094,-0.0036059387420067646,0.006536040739238386,0.014350421440472938
AAPL,2018-05-30,46.875,-0.002128759496952015,0.005267793577557955,0.01391094284254246
AAPL,2018-05-31,46.717498779296875,-0.0033600260416666305,0.0028910397766336972,0.010574193468960418
AAPL,2018-06-01,47.560001373291016,0.01803398332548367,0.0037021255736616188,0.01109633787125719
AAPL,2018-06-04,47.95750045776367,0.008357844259775149,0.0021583459947592475,0.007437395443016579
AAPL,2018-06-05,48.32749938964844,0.007715142122776575,0.0021823553399757277,0.007455399532396264
AAPL,2018-06-06,48.494998931884766,0.003465926115602036,0.0021153191300812947,0.0074365647641081375
AAPL,2018-06-07,48.3650016784668,-0.002680632153442497,0.001629232285347626,0.007415345364917915
AAPL,2018-06-08,47.92499923706055,-0.009097538015844786,0.0004591566582928974,0.0071517114680599205
AAPL,2018-06-11,47.807498931884766,-0.002451753928979006,0.0007180668042636229,0.006933866223773374
AAPL,2018-06-12,48.06999969482422,0.005490786357877919,0.0011092619496007484,0.006973257090760001
AAPL,2018-06-13,47.67499923706055,-0.008217192849414579,0.001152824712272088,0.00690861966996921
AAPL,2018-06-14,47.70000076293945,0.0005244158632198292,0.0007124100700141633,0.006635060716380001
AAPL,2018-06-15,47.209999084472656,-0.01027257171130913,0.0005149647209597818,0.006908577301614056
AAPL,2018-06-18,47.185001373291016,-0.0005295003530271236,0.0006703197248587422,0.006844948490253279
AAPL,2018-06-19,46.42250061035156,-0.016159812244300742,-0.0004919211534493984,0.007627174928665834
AAPL,2018-06-20,46.625,0.004362095686057943,-0.0001485695513476437,0.007686124179927991
AAPL,2018-06-21,46.3650016784668,-0.005576371507414524,-0.0007479686259602436,0.007614712514152329
AAPL,2018-06-22,46.22999954223633,-0.002911725037058832,-0.0008378087764151443,0.007629854274476603
AAPL,2018-06-25,45.54249954223633,-0.014871295842689536,-0.0016956462096656521,0.00820316095600594
AAPL,2018-06-26,46.10749816894531,0.012405964371476896,-0.0008950510539914691,0.008768761225269357
AAPL,2018-06-27,46.040000915527344,-0.0014639105589864254,-0.0008618086070931897,0.008765097527000078
AAPL,2018-06-28,46.375,0.007276261464184142,-0.000329994231800651,0.00892672605169411
AAPL,2018-06-29,46.27750015258789,-0.00210242258570581,-0.0013368145273601252,0.007812521698267695
AAPL,2018-07-02,46.79499816894531,0.011182497210331377,-0.0011955818798323136,0.008019785515586254
AAPL,2018-07-03,45.97999954223633,-0.017416361974554873,-0.002452157084698886,0.008504349705406493
AAPL,2018-07-05,46.349998474121094,0.008046953796615242,-0.0022231057006482256,0.008730809464271481
AAPL,2018-07-06,46.99250030517578,0.013861960133902063,-0.0013959760862809977,0.009439978781740153
AAPL,2018-07-09,47.64500045776367,0.013885197602818922,-0.0002468393053478124,0.009843353875719087
AAPL,2018-07-10,47.587501525878906,-0.0012068198411654407,-0.00018459260095713415,0.009832607182274864
AAPL,2018-07-11,46.970001220703125,-0.012976102660905098,-0.001107937051896285,0.01013406090942635
AAPL,2018-07-12,47.75749969482422,0.016765987942405802,0.00014122198769473405,0.010733646877157759
AAPL,2018-07-13,47.83250045776367,0.0015704499485675871,0.00019352369196212193,0.010738159883624497
AAPL,2018-07-16,47.727500915527344,-0.0021951506032815704,0.0005973947473635,0.010472414519131801
AAPL,2018-07-17,47.86249923706055,0.0028285227372817356,0.0007652959018789429,0.010480312557955333
AAPL,2018-07-18,47.599998474121094,-0.005484476722356302,0.001299062677976165,0.009824256520967689
AAPL,2018-07-19,47.970001220703125,0.00777316719417942,0.0014696162533822388,0.009909470205292977
AAPL,2018-07-20,47.86000061035156,-0.0022931125193319524,0.0016337792027863673,0.009813330327067651
AAPL,2018-07-23,47.90250015258789,0.0008879971102033757,0.0018237653101494777,0.009757319190093889
AAPL,2018-07-24,48.25,0.0072543154596353965,0.0029300458752657245,0.008988849677660837
AAPL,2018-07-25,48.70500183105469,0.009430089762791471,0.002781252144831453,0.008847252620633073
AAPL,2018-07-26,48.5525016784668,-0.0031310983852721463,0.002697892753517167,0.008897069909095149
AAPL,2018-07-27,47.744998931884766,-0.016631537380496275,0.0015025028112831463,0.009808925777748518
AAPL,2018-07-30,47.477500915527344,-0.005602639487730321,0.0013274919661819206,0.00990736158357836
AAPL,2018-07-31,47.5724983215332,0.002000893142519944,0.000868411762791349,0.0096356730448745
AAPL,2018-08-01,50.375,0.058910121968479334,0.00468473595994306,0.015402150005329065
AAPL,2018-08-02,51.84749984741211,0.029230766201729264,0.0057439265801987605,0.016345067930491414
AAPL,2018-08-03,51.997501373291016,0.0028931293952527692,0.005195485043266296,0.016242038504444316
AAPL,2018-08-06,52.26750183105469,0.005192566000918664,0.004760853463171283,0.016113059908628595
AAPL,2018-08-07,51.77750015258789,-0.00937488231311756,0.004352450339573677,0.01637368449003413
AAPL,2018-08-08,51.8125,0.0006759663426965101,0.0050350537897537575,0.015890699312042875
AAPL,2018-08-09,52.220001220703125,0.007864921026839555,0.004590000443975445,0.015667942549179407
AAPL,2018-08-10,51.88249969482422,-0.006463070049586683,0.004188324444067732,0.015851332105281515
AAPL,2018-08-13,52.217498779296875,0.006456880189719794,0.0046209259837178,0.01578587738317401
AAPL,2018-08-14,52.4375,0.004213170409271827,0.004690158367317304,0.01578063814186861
AAPL,2018-08-15,52.560001373291016,0.002336140611032489,0.005081189233986744,0.015611234754669287
AAPL,2018-08-16,53.33000183105469,0.01464993222307931,0.005425027485431738,0.015748770984516956
AAPL,2018-08-17,54.39500045776367,0.019969971688409416,0.006538181695818807,0.01595990936813907
AAPL,2018-08-20,53.8650016784668,-0.009743520081563428,0.006006605836230467,0.01633074788433285
AAPL,2018-08-21,53.7599983215332,-0.0019493799992875704,0.005546421063284318,0.016423152357149553
AAPL,2018-08-22,53.76250076293945,4.6548390706391274e-05,0.005077243994680064,0.016440389782787595
AAPL,2018-08-23,53.872501373291016,0.0020460471293290983,0.005336101270410126,0.016344825410050754
AAPL,2018-08-24,54.040000915527344,0.0031091844255699552,0.006323137360713438,0.015523853024639525
AAPL,2018-08-27,54.48500061035156,0.008234635219933173,0.007015001096096612,0.015270657111876775
AAPL,2018-08-28,54.92499923706055,0.008075591846931074,0.007318736031317169,0.015226024950194404
AAPL,2018-08-29,55.744998931884766,0.01492944390012707,0.005119702127899556,0.00947112411789384
AAPL,2018-08-30,56.25749969482422,0.009193663517075068,0.004117846993666846,0.007676077416242654
AAPL,2018-08-31,56.907501220703125,0.011554042206015636,0.00455089263420499,0.007845775333218213
AAPL,2018-09-04,57.09000015258789,0.0032069398228711243,0.004451611325302612,0.007849790308600495
AAPL,2018-09-05,56.717498779296875,-0.006524809463923753,0.004594114967762302,0.0076077131605730396
AAPL,2018-09-06,55.775001525878906,-0.01661739804650908,0.003729446748302023,0.008942188782599081
AAPL,2018-09-07,55.32500076293945,-0.008068144341164318,0.0029327934799018296,0.00925850943912774
AAPL,2018-09-10,54.58250045776367,-0.013420701218917253,0.002584911921435301,0.009747912190712648
AAPL,2018-09-11,55.962501525878906,0.025282848102261113,0.003526210317062367,0.010973406525455023
AAPL,2018-09-12,55.26750183105469,-0.012419024809011248,0.0026946005561482135,0.011534489420985287
AAPL,2018-09-13,56.602500915527344,0.02415522757937505,0.0037855549045653415,0.012490988054013824
AAPL,2018-09-14,55.959999084472656,-0.011351120898589695,0.002485502248481891,0.012652755868779592
AAPL,2018-09-17,54.470001220703125,-0.02662612380533369,0.00015569747379473586,0.01352380490791997
AAPL,2018-09-18,54.560001373291016,0.001652288426123416,0.0007254878991790781,0.013323356496364633
AAPL,2018-09-19,54.592498779296875,0.0005956269279305815,0.0008527382455399857,0.013308609858283154
AAPL,2018-09-20,55.00749969482422,0.007601793741024432,0.0012305005130558877,0.01339149092014807
AAPL,2018-09-21,54.415000915527344,-0.010771236332936307,0.0005896363399426174,0.013654517250410277
AAPL,2018-09-24,55.1974983215332,0.01438017812809722,0.0011531860250689808,0.013992385411915663
AAPL,2018-09-25,55.54750061035156,0.006340908545882762,0.0010584996913664602,0.013948281110878917
AAPL,2018-09-26,55.10499954223633,-0.007966174233819068,0.0002564113873289531,0.013984718383783085
AAPL,2018-09-27,56.23749923706055,0.02055166870940983,0.0005375226277930911,0.014347003599245005
AAPL,2018-09-28,56.435001373291016,0.0035119295649674864,0.00025343593018771205,0.014222291527842587
AAPL,2018-10-01,56.814998626708984,0.006733361285923722,1.2401884183116385e-05,0.014060623876148598
AAPL,2018-10-02,57.31999969482422,0.008888516770602095,0.00029648073156966493,0.014185404023610848
AAPL,2018-10-03,58.01750183105469,0.01216856489783713,0.001231149449657709,0.014327434723224236
AAPL,2018-10-04,56.997501373291016,-0.01758090964919312,0.001182973869523507,0.014392082675997297
AAPL,2018-10-05,56.0724983215332,-0.016228835115064677,0.000774939330828489,0.014778659741907361
AAPL,2018-10-08,55.942501068115234,-0.002318378123131515,0.001330055485617776,0.014421577793310492
AAPL,2018-10-09,56.717498779296875,0.013853469122483641,0.0007585865366289025,0.013627032527707111
AAPL,2018-10-10,54.09000015258789,-0.04632606661540717,-0.0009367655536908937,0.017035651536488085
AAPL,2018-10-11,53.61249923706055,-0.008827896361255583,-0.0025859217507224253,0.01604651551775329
AAPL,2018-10-12,55.52750015258789,0.035719299468948584,-0.00023240073234551129,0.018023380397162735
AAPL,2018-10-15,54.34000015258789,-0.021385799770146097,2.961546941386839e-05,0.017653786236616592
AAPL,2018-10-16,55.537498474121094,0.022037142402845156,0.0010488581682499554,0.018327988751595435
AAPL,2018-10-17,55.29750061035156,-0.004321366110527358,0.0008030085163270584,0.018367324119799678
AAPL,2018-10-18,54.005001068115234,-0.02337356169754945,-0.0007457592556016357,0.01905687159621979
AAPL,2018-10-19,54.82749938964844,0.015230039908633808,0.00055430455647687,0.019223115739102483
AAPL,2018-10-22,55.162498474121094,0.006110055869808839,0.00014079844356245096,0.018997683019652233
AAPL,2018-10-23,55.682498931884766,0.009426702418267485,0.0002950881371816871,0.019063105428996772
AAPL,2018-10-24,53.772499084472656,-0.03430161871414161,-0.0010216840868344402,0.020517827512137824
AAPL,2018-10-25,54.95000076293945,0.02189784180603227,-0.0009543754320033182,0.02059438883431629
AAPL,2018-10-26,54.07500076293945,-0.015923566657894184,-0.0019261502431464016,0.0208297485363717
AAPL,2018-10-29,53.060001373291016,-0.018770214985259326,-0.003201329056705554,0.021051195508824734
AAPL,2018-10-30,53.32500076293945,0.004994334391062338,-0.003396038175682542,0.020951259363059083
AAPL,2018-10-31,54.71500015258789,0.026066561083192274,-0.002701138366414785,0.02171136045147026
AAPL,2018-11-01,55.55500030517578,0.015352282742306933,-0.001054478746839782,0.02177222874100947
AAPL,2018-11-02,51.869998931884766,-0.06633068766174954,-0.003559571374174025,0.026068514503887544
AAPL,2018-11-05,50.397499084472656,-0.028388276031117377,-0.004863066269573319,0.0266485148749391
AAPL,2018-11-06,50.942501068115234,0.010814068030024382,-0.005015036324196281,0.026544625286658033
AAPL,2018-11-07,52.48749923706055,0.030328274751950213,-0.0011823192558284123,0.025789103688587226
AAPL,2018-11-08,52.122501373291016,-0.0069539960766851205,-0.0010886242415998892,0.025763255495793266
AAPL,2018-11-09,51.11750030517578,-0.01928152029615038,-0.003838665229854837,0.024533612872865918
AAPL,2018-11-12,48.54249954223633,-0.05037415263982947,-0.0052880828733390065,0.02640942662555546
AAPL,2018-11-13,48.057498931884766,-0.009991257453266678,-0.0068895028661445975,0.025624679175387556
AAPL,2018-11-14,46.70000076293945,-0.028247374480918963,-0.008085803284664178,0.02605338662063351
AAPL,2018-11-15,47.852500915527344,0.024678803720759257,-0.005683185013748743,0.026775039984730343
AAPL,2018-11-16,48.38249969482422,0.011075675652406636,-0.005890903226560102,0.026619923340619817
AAPL,2018-11-19,46.46500015258789,-0.03963208917131367,-0.008178010478616226,0.02748551146812731
AAPL,2018-11-20,44.244998931884766,-0.04777792345664034,-0.011038241772361618,0.028514282850637993
AAPL,2018-11-21,44.19499969482422,-0.0011300539782478358,-0.00937966353556693,0.028050886135279854
AAPL,2018-11-23,43.0724983215332,-0.02539883201814963,-0.011744497226776025,0.027257712281164647
AAPL,2018-11-26,43.654998779296875,0.013523721178542836,-0.010272132834954173,0.027809820112663173
AAPL,2018-11-27,43.560001373291016,-0.002176094574784626,-0.009442426814430438,0.027790471665986475
AAPL,2018-11-28,45.23500061035156,0.03845269018029884,-0.007769509024968613,0.02965010435072644
AAPL,2018-11-29,44.88750076293945,-0.007682101088169024,-0.009456942133536678,0.028563525197112537
AAPL,2018-11-30,44.64500045776367,-0.005402401582936811,-0.010494676349798865,0.027985925293467967
AAPL,2018-12-03,46.20500183105469,0.0349423531704709,-0.005431024308187843,0.0264725084096961
AAPL,2018-12-04,44.17250061035156,-0.043988770482789374,-0.006211049030771442,0.02739820964239644
AAPL,2018-12-06,43.68000030517578,-0.011149477579278533,-0.007309226311236589,0.027118637540855563
AAPL,2018-12-07,42.122501373291016,-0.03565702657974146,-0.010608491377821171,0.026300192948625487
AAPL,2018-12-10,42.400001525878906,0.006587931474645314,-0.00993139500025465,0.026572141393501218
AAPL,2018-12-11,42.157501220703125,-0.005719346614357357,-0.009253286316165,0.02649390709230255
AAPL,2018-12-12,42.275001525878906,0.002787174328968023,-0.006595219967725124,0.024761340685558686
AAPL,2018-12-13,42.73749923706055,0.010940217492328541,-0.005548646220445363,0.025050903988859542
AAPL,2018-12-14,41.369998931884766,-0.03199766784645952,-0.005736160888722391,0.025243053518517754
AAPL,2018-12-17,40.98500061035156,-0.009306220243493368,-0.007435412086935022,0.024210642969292293
AAPL,2018-12-18,41.51750183105469,0.012992587843676517,-0.007339566477371528,0.024291441541370203
AAPL,2018-12-19,40.22249984741211,-0.031191712567684604,-0.006917547647190075,0.02376858205401743
AAPL,2018-12-20,39.20750045776367,-0.025234617278859672,-0.005790382338301042,0.022212489445832633
AAPL,2018-12-21,37.682498931884766,-0.0388956579244758,-0.007678662535612441,0.023370502809023794
AAPL,2018-12-24,36.70750045776367,-0.025874039720229502,-0.007702422920716434,0.02338970048037094
AAPL,2018-12-26,39.29249954223633,0.07042155015286333,-0.004857531472000409,0.028914958349804065
AAPL,2018-12-27,39.037498474121094,-0.006489815386805042,-0.00507321751260143,0.028909992215977537
AAPL,2018-12-28,39.057498931884766,0.0005123396361303989,-0.0069702350398098524,0.02709115766292322
AAPL,2018-12-31,39.435001373291016,0.009665299922675619,-0.0061028649892676205,0.027343692913642064
AAPL,2019-01-02,39.47999954223633,0.0011410718239708295,-0.005775691318922238,0.02739162032861689
AAPL,2019-01-03,35.54750061035156,-0.09960737025028876,-0.01250317748996022,0.03284489853901337
AAPL,2019-01-04,37.064998626708984,0.04268930277240135,-0.008169273827200684,0.034163825692469264
AAPL,2019-01-07,36.98249816894531,-0.002225831939036471,-0.007723091545188581,0.03418112286617732
AAPL,2019-01-08,37.6875,0.01906312082634498,-0.00498708417488426,0.034017113160377456
AAPL,2019-01-09,38.32749938964844,0.016981741682214002,-0.004467393664505825,0.03428162199478536
AAPL,2019-01-10,38.45000076293945,0.003196174424155096,-0.004021617612580203,0.03432242713872234
AAPL,2019-01-11,38.0724983215332,-0.009818008684413626,-0.004651876763249285,0.03430654767869391
AAPL,2019-01-14,37.5,-0.015037056846080588,-0.005950740480169742,0.03417666384657569
AAPL,2019-01-15,38.26750183105469,0.020466715494791732,-0.003327521313107179,0.034085539966191715
AAPL,2019-01-16,38.73500061035156,0.01221660042928363,-0.002251380279468329,0.0342263133232364
AAPL,2019-01-17,38.96500015258789,0.005937770455975322,-0.002604121148853389,0.03409704806910965
AAPL,2019-01-18,39.20500183105469,0.006159416849145227,-0.0007365646780118973,0.03346589695825714
AAPL,2019-01-22,38.32500076293945,-0.022446142762788446,-0.000597140952208336,0.03336411667225085
AAPL,2019-01-23,38.47999954223633,0.004044325537150728,0.0015498582208729906,0.03212860345957061
AAPL,2019-01-24,38.17499923706055,-0.00792620345125028,0.0024472500343219517,0.031568067951964644
AAPL,2019-01-25,39.439998626708984,0.03313685435310676,0.000583015244334123,0.02827138620376972
AAPL,2019-01-28,39.07500076293945,-0.009254510052704501,0.00044478051103915005,0.028314515594594927
AAPL,2019-01-29,38.66999816894531,-0.010364749483978586,-9.907394496629917e-05,0.028417424134967555
AAPL,2019-01-30,41.3125,0.06833467691179762,0.002834394904489801,0.032248362148822096
AAPL,2019-01-31,41.61000061035156,0.007201225061459926,0.003137402566364256,0.03226008284164957
AAPL,2019-02-01,41.630001068115234,0.00048066468325647094,0.008141804313041517,0.021427030558131277
AAPL,2019-02-04,42.8125,0.02840497001068898,0.007427587674955899,0.020429724549771537
AAPL,2019-02-05,43.54499816894531,0.017109446281934337,0.008394351586004439,0.020406341229419752
AAPL,2019-02-06,43.560001373291016,0.0003445448381349525,0.007458422786593938,0.02032034757043437
AAPL,2019-02-07,42.73500061035156,-0.01893941085698192,0.005662365159634142,0.02101008472211797
AAPL,2019-02-08,42.602500915527344,-0.003100495915100643,0.0053475316426713545,0.02109598711551834
AAPL,2019-02-11,42.35749816894531,-0.0057509005649181155,0.0055508870486461305,0.020961276692254064
AAPL,2019-02-12,42.72249984741211,0.008617168016179066,0.006733598291759113,0.020398258205159985
AAPL,2019-02-13,42.54499816894531,-0.004154758712640039,0.005502524581387525,0.02026837928609983
AAPL,2019-02-14,42.70000076293945,0.0036432624436515404,0.00507385768210592,0.02020948150824982
AAPL,2019-02-15,42.60499954223633,-0.0022248529041146714,0.0046657265141014205,0.020273437539572697
AAPL,2019-02-19,42.73249816894531,0.002992574300642481,0.004507384386676283,0.0202735243562869
AAPL,2019-02-20,43.00749969482422,0.006435418888726563,0.005951462469252033,0.019255645061215652
AAPL,2019-02-21,42.76499938964844,-0.005638558551334882,0.005467318264827753,0.01942708496094152
AAPL,2019-02-22,43.24250030517578,0.011165694431014783,0.006421913158941006,0.019202084604827536
AAPL,2019-02-25,43.557498931884766,0.0072844683930379794,0.005129293860937567,0.018150423564407894
AAPL,2019-02-26,43.58250045776367,0.0005739890143372506,0.005620718814289655,0.017871392390169365
AAPL,2019-02-27,43.717498779296875,0.0030975350224347054,0.006293833039610319,0.017487012109488612
AAPL,2019-02-28,43.287498474121094,-0.009835885336134886,0.002385304927213694,0.010041193901100512
AAPL,2019-03-01,43.74250030517578,0.010511160198520164,0.0025508016840667057,0.010151418303423804
AAPL,2019-03-04,43.962501525878906,0.00502946148867256,0.0027782415243375103,0.010153553403033123
AAPL,2019-03-05,43.88249969482422,-0.0018197743139706235,0.0012670043081045301,0.008199916770175389
AAPL,2019-03-06,43.630001068115234,-0.005753970910156836,0.00012383344849997146,0.00743288708785264
